Index,Price (in lakhs),City,Floor (Ratio),Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,BHK,Location,Final Carpet Area (in sqft),CurrentFloor,Transaction,Garden/Park,Main Road,Not Available,Pool
266,45.0,ranchi,0.5,0,45,2,3,1,0,3.0,Krishna Puri,1120.0,2.0,0,0,0,0,0
267,90.0,ranchi,0.5,2,90,2,3,1,0,3.0,Lalpur,1040.0,2.0,0,0,0,0,0
268,51.0,ranchi,0.25,1,45,2,2,1,0,3.0,Ashok Nagar,1100.0,1.0,0,0,1,0,0
269,75.0,ranchi,0.5,0,45,2,3,1,0,3.0,Piska More,1440.0,2.0,0,0,0,0,0
270,58.0,ranchi,0.5,1,45,2,3,1,0,3.0,Bariatu,1208.0,2.0,0,0,0,0,0
271,53.0,ranchi,1.0,0,-1,2,1,-1,-1,2.0,Lalpur,1050.0,6.0,0,0,0,0,0
272,44.0,ranchi,0.5,0,0,2,1,1,0,2.0,Booty More,1025.6,2.0,0,0,1,0,0
273,55.0,ranchi,0.25,0,0,2,4,1,0,3.0,Morabadi,994.0,1.0,0,0,1,0,0
274,67.0,ranchi,0.5,0,45,2,2,1,0,3.0,Kokar,970.0,2.0,1,0,1,0,0
275,59.2,ranchi,1.0,1,-1,2,2,-1,-1,2.0,Cheshire Home Road,890.0,4.0,0,0,0,0,0
276,42.0,ranchi,0.3333333333333333,0,0,2,3,-1,0,2.0,Bariatu Road,900.0,1.0,1,0,1,0,0
277,40.0,ranchi,0.5,0,0,2,1,1,0,2.0,Namkum,800.0,4.0,1,1,1,0,1
